Employee ID,First Name,Last Name,Email Address,Department,Job Level,Tenure,Pay Rate,Gender,Ethnicity,Tenure Date,Report Effective Date,Status,Annual Salary,Education,Tenure_Today
452,Danielle,Clark,danielle.clark@widgetcorp.com,Finance,Analyst,5.004987866,26.1,Female,1,2013-12-28,2018-12-31,Active,54288,Master,6.9
550,Austin,Cao,austin.cao@widgetcorp.com,HR,Manager,5.465568105,54.51,Male,2,2013-07-13,2018-12-31,Active,113380.8,Bachelor,7.36
77,Azhaar,al-Rayes,azhaar.al-rayes@widgetcorp.com,HR,Associate,2.88914474,53.26,Male,6,2016-02-09,2018-12-31,Active,110780.8,Bachelor,4.78
668,Ashraf,al-Sultana,ashraf.al-sultana@widgetcorp.com,HR,Manager,6.098290744,52.19,Male,6,2012-11-24,2018-12-31,Active,108555.2,Bachelor,7.99
986,Fateena,el-Aman,fateena.el-aman@widgetcorp.com,HR,VP,10.15566729,50,Female,6,2008-11-03,2018-12-31,Active,104000,Some College,12.05
804,Kathryn,Murthy,kathryn.murthy@widgetcorp.com,HR,VP,6.92657164,46.37,Female,2,2012-01-27,2018-12-31,Active,96449.6,Some College,8.82
524,Miqdaad,el-Abed,miqdaad.el-abed@widgetcorp.com,HR,Associate,5.346889049,45.76,Male,6,2013-08-26,2018-12-31,Active,95180.8,Master,7.24
686,Jayde,Hodges,jayde.hodges@widgetcorp.com,HR,VP,6.188692095,45.6,Female,3,2012-10-22,2018-12-31,Active,94848,Some College,8.08
755,Jeremy,Chavez,jeremy.chavez@widgetcorp.com,HR,Associate,6.613520009,45.25,Male,4,2012-05-20,2018-12-31,Active,94120,Some College,8.51
966,Tamar,Hill,tamar.hill@widgetcorp.com,HR,Director,9.178146034,44.09,Female,3,2009-10-26,2018-12-31,Active,91707.2,Some College,11.07
738,Mumina,el-Sultan,mumina.el-sultan@widgetcorp.com,HR,Director,6.473017465,43.23,Female,6,2012-07-10,2018-12-31,Active,89918.4,Master,8.37
742,Tai,Tran,tai.tran@widgetcorp.com,HR,Manager,6.483298642,39.79,Female,2,2012-07-06,2018-12-31,Active,82763.2,High School Diploma,8.38
685,Hector,Santillano,hector.santillano@widgetcorp.com,HR,Associate,6.188049071,38,Male,4,2012-10-22,2018-12-31,Active,79040,Some College,8.08
514,Oscar,Castaneda,oscar.castaneda@widgetcorp.com,HR,Analyst,5.320573433,36.74,Male,4,2013-09-04,2018-12-31,Active,76419.2,Bachelor,7.21
310,Raymond,Young,raymond.young@widgetcorp.com,HR,Associate,4.342090293,36.54,Male,5,2014-08-28,2018-12-31,Active,76003.2,Bachelor,6.23
125,Zaahira,al-Nouri,zaahira.al-nouri@widgetcorp.com,HR,Associate,3.349296112,33.06,Female,6,2015-08-25,2018-12-31,Active,68764.8,Master,5.24
706,Monaye,Bivins,monaye.bivins@widgetcorp.com,HR,Associate,6.301053703,32.65,Female,3,2012-09-11,2018-12-31,Active,67912,Some College,8.19
380,Patricia,Tunks,patricia.tunks@widgetcorp.com,HR,Associate,4.70073669,31.17,Female,5,2014-04-19,2018-12-31,Active,64833.6,PhD,6.59
126,Aaron,Aviado,aaron.aviado@widgetcorp.com,HR,Analyst,3.360260759,30.36,Male,2,2015-08-21,2018-12-31,Active,63148.8,Bachelor,5.25
309,Gilberto,Hogsett,gilberto.hogsett@widgetcorp.com,HR,Associate,4.340064082,29.69,Male,4,2014-08-28,2018-12-31,Active,61755.2,Master,6.23
323,Taylor,Antwi,taylor.antwi@widgetcorp.com,HR,Associate,4.400103018,28.75,Female,3,2014-08-06,2018-12-31,Active,59800,Some College,6.29
49,Suhail,al-Usman,suhail.al-usman@widgetcorp.com,HR,Analyst,2.503393632,27.66,Male,6,2016-06-29,2018-12-31,Active,57532.8,High School Diploma,4.4
147,Shabeeba,al-Ahsan,shabeeba.al-ahsan@widgetcorp.com,HR,Analyst,3.505904382,27.06,Female,6,2015-06-29,2018-12-31,Active,56284.8,Some College,5.4
144,Preston,Kwag,preston.kwag@widgetcorp.com,HR,Analyst,3.488237013,25.93,Male,2,2015-07-05,2018-12-31,Active,53934.4,Bachelor,5.38
11,Joshua,Cone,joshua.cone@widgetcorp.com,HR,Analyst,1.644427176,22.37,Male,1,2017-05-09,2018-12-31,Active,46529.6,PhD,3.54
777,Leonard,Odem,leonard.odem@widgetcorp.com,IT/IS,Director,6.729485623,60.13,Male,3,2012-04-08,2018-12-31,Active,125070.4,Some College,8.62
764,Dallas,ODell,dallas.odell@widgetcorp.com,IT/IS,Manager,6.674758539,58.91,Male,1,2012-04-28,2018-12-31,Active,122532.8,Master,8.57
268,Eric,Garnes,eric.garnes@widgetcorp.com,IT/IS,Manager,4.103363798,57.37,Male,3,2014-11-23,2018-12-31,Active,119329.6,Some College,6
960,Torrean,Barber,torrean.barber@widgetcorp.com,IT/IS,Manager,9.071613223,57.03,Male,3,2009-12-04,2018-12-31,Active,118622.4,High School Diploma,10.97
805,Collin,Lemley-Orlando,collin.lemley-orlando@widgetcorp.com,IT/IS,Manager,6.935265196,56.77,Male,5,2012-01-23,2018-12-31,Active,118081.6,High School Diploma,8.83
376,Rashaad,al-Imam,rashaad.al-imam@widgetcorp.com,IT/IS,Manager,4.676164249,56.61,Male,6,2014-04-28,2018-12-31,Active,117748.8,Bachelor,6.57
856,Savannah,Moore,savannah.moore@widgetcorp.com,IT/IS,Executive,7.463804215,56.43,Female,1,2011-07-14,2018-12-31,Active,117374.4,High School Diploma,9.36
670,Elias,Flores,elias.flores@widgetcorp.com,IT/IS,Associate,6.125380595,56.19,Male,4,2012-11-14,2018-12-31,Active,116875.2,PhD,8.02
826,Raymond,Albers,raymond.albers@widgetcorp.com,IT/IS,Manager,7.181504569,55.42,Male,2,2011-10-25,2018-12-31,Active,115273.6,Some College,9.08
536,Lance,Riley,lance.riley@widgetcorp.com,IT/IS,Associate,5.39101914,55.25,Male,1,2013-08-09,2018-12-31,Active,114920,Master,7.29
387,Dylan,Bower,dylan.bower@widgetcorp.com,IT/IS,Manager,4.724009911,53.22,Male,2,2014-04-10,2018-12-31,Active,110697.6,High School Diploma,6.62
101,Matthew,Herbertson,matthew.herbertson@widgetcorp.com,IT/IS,Manager,3.124971537,52.17,Male,5,2015-11-15,2018-12-31,Active,108513.6,Some College,5.02
783,Archibald,Armstrong,archibald.armstrong@widgetcorp.com,IT/IS,Manager,6.778416272,50.07,Male,1,2012-03-21,2018-12-31,Active,104145.6,Some College,8.67
653,Sahl,al-Sheikh,sahl.al-sheikh@widgetcorp.com,IT/IS,Director,5.986734608,48.55,Male,6,2013-01-04,2018-12-31,Active,100984,Some College,7.88
522,Brandon,Walker,brandon.walker@widgetcorp.com,IT/IS,Associate,5.337941337,47.86,Male,1,2013-08-29,2018-12-31,Active,99548.8,Master,7.23
448,Justin,Cung,justin.cung@widgetcorp.com,IT/IS,Manager,4.992463768,46.2,Male,2,2014-01-02,2018-12-31,Active,96096,High School Diploma,6.89
222,Shannon,Hodges,shannon.hodges@widgetcorp.com,IT/IS,Associate,3.896363279,45.31,Male,3,2015-02-06,2018-12-31,Active,94244.8,Bachelor,5.79
793,Kyana,Jennis,kyana.jennis@widgetcorp.com,IT/IS,VP,6.850523593,45.24,Female,3,2012-02-23,2018-12-31,Active,94099.2,Master,8.74
304,Cody,Jauch,cody.jauch@widgetcorp.com,IT/IS,Associate,4.314183382,44.83,Male,1,2014-09-07,2018-12-31,Active,93246.4,Master,6.21
444,Breanne,Miller,breanne.miller@widgetcorp.com,IT/IS,Director,4.983365917,44.68,Female,5,2014-01-05,2018-12-31,Active,92934.4,Some College,6.88
521,Kaleb,Howard,kaleb.howard@widgetcorp.com,IT/IS,Analyst,5.335712823,42.63,Male,3,2013-08-30,2018-12-31,Active,88670.4,Some College,7.23
964,Holly,Bacon-Maldonado,holly.bacon-maldonado@widgetcorp.com,IT/IS,Director,9.140751849,42.47,Female,1,2009-11-09,2018-12-31,Active,88337.6,Some College,11.03
634,Lauren,Sikes,lauren.sikes@widgetcorp.com,IT/IS,Director,5.888154941,42.46,Female,5,2013-02-09,2018-12-31,Active,88316.8,High School Diploma,7.78
643,Thaylor,Mahnken,thaylor.mahnken@widgetcorp.com,IT/IS,Associate,5.923093219,42.28,Male,1,2013-01-27,2018-12-31,Active,87942.4,High School Diploma,7.82
728,Ramisa,Deskin,ramisa.deskin@widgetcorp.com,IT/IS,Manager,6.429438406,39.19,Female,2,2012-07-26,2018-12-31,Active,81515.2,Some College,8.32
189,Tilmon,Lambouths,tilmon.lambouths@widgetcorp.com,IT/IS,Associate,3.721289438,38.35,Male,3,2015-04-11,2018-12-31,Active,79768,High School Diploma,5.62
199,Patrick,Ouellette,patrick.ouellette@widgetcorp.com,IT/IS,Analyst,3.787435292,36.38,Male,1,2015-03-18,2018-12-31,Active,75670.4,Bachelor,5.68
708,Virginia,Vigil,virginia.vigil@widgetcorp.com,IT/IS,Associate,6.323149398,35.01,Female,4,2012-09-03,2018-12-31,Active,72820.8,Master,8.22
648,Tammy,Levine,tammy.levine@widgetcorp.com,IT/IS,Associate,5.957302969,34.38,Female,2,2013-01-15,2018-12-31,Active,71510.4,High School Diploma,7.85
719,Raymond,Kato,raymond.kato@widgetcorp.com,IT/IS,Associate,6.372005496,34.13,Male,4,2012-08-16,2018-12-31,Active,70990.4,Some College,8.27
177,Santana,Romero-Torres,santana.romero-torres@widgetcorp.com,IT/IS,Analyst,3.658432959,33.67,Male,4,2015-05-04,2018-12-31,Active,70033.6,High School Diploma,5.55
545,Elicia,Garcia,elicia.garcia@widgetcorp.com,IT/IS,Associate,5.439409299,33.47,Female,4,2013-07-23,2018-12-31,Active,69617.6,Some College,7.33
277,Nicholas,Jubert,nicholas.jubert@widgetcorp.com,IT/IS,Associate,4.137453587,33.28,Male,5,2014-11-10,2018-12-31,Active,69222.4,PhD,6.03
588,Safaaa,el-Ozer,safaaa.el-ozer@widgetcorp.com,IT/IS,Associate,5.654528514,32.22,Female,6,2013-05-05,2018-12-31,Active,67017.6,Master,7.55
201,Jericho,Swimmer,jericho.swimmer@widgetcorp.com,IT/IS,Analyst,3.788259031,30.73,Male,1,2015-03-18,2018-12-31,Active,63918.4,Some College,5.68
198,Rasheeqa,el-Ahsan,rasheeqa.el-ahsan@widgetcorp.com,IT/IS,Associate,3.782741199,30.48,Female,6,2015-03-20,2018-12-31,Active,63398.4,Some College,5.68
494,Janette,Turner,janette.turner@widgetcorp.com,IT/IS,Analyst,5.201324657,29.69,Female,4,2013-10-18,2018-12-31,Active,61755.2,Bachelor,7.09
170,Brenda,Wilson,brenda.wilson@widgetcorp.com,IT/IS,Analyst,3.63433361,29.12,Female,4,2015-05-13,2018-12-31,Active,60569.6,Some College,5.53
289,Ishanique,Wallace,ishanique.wallace@widgetcorp.com,IT/IS,Analyst,4.195606319,29.07,Female,3,2014-10-20,2018-12-31,Active,60465.6,Some College,6.09
211,Kendall,Vigil,kendall.vigil@widgetcorp.com,IT/IS,Analyst,3.832770256,27.98,Female,1,2015-03-02,2018-12-31,Active,58198.4,Some College,5.72
265,Aleya,Yarbrough-Montoya,aleya.yarbrough-montoya@widgetcorp.com,IT/IS,Analyst,4.090449713,27.47,Female,3,2014-11-27,2018-12-31,Active,57137.6,Some College,5.98
223,Sundus,al-Safar,sundus.al-safar@widgetcorp.com,IT/IS,Analyst,3.902657872,26.44,Female,6,2015-02-04,2018-12-31,Active,54995.2,Some College,5.8
945,Andres,Miller,andres.miller@widgetcorp.com,Legal,Executive,8.672598518,61.68,Male,1,2010-04-29,2018-12-31,Active,128294.4,Bachelor,10.57
462,Michael,Allen,michael.allen@widgetcorp.com,Legal,Manager,5.053547593,54.48,Male,3,2013-12-11,2018-12-31,Active,113318.4,High School Diploma,6.95
244,Daniel,Farley,daniel.farley@widgetcorp.com,Legal,Analyst,4.00791651,46.27,Male,5,2014-12-28,2018-12-31,Active,96241.6,High School Diploma,5.9
533,Thomas,Kendall,thomas.kendall@widgetcorp.com,Legal,Analyst,5.378005938,41.28,Male,2,2013-08-14,2018-12-31,Active,85862.4,Bachelor,7.27
622,Fahmi,al-Radi,fahmi.al-radi@widgetcorp.com,Legal,Associate,5.8282329,39.93,Male,6,2013-03-03,2018-12-31,Active,83054.4,PhD,7.72
417,Treyvon,Jackson,treyvon.jackson@widgetcorp.com,Legal,Manager,4.845790531,39.65,Male,3,2014-02-25,2018-12-31,Active,82472,Bachelor,6.74
451,Chet,Stivers,chet.stivers@widgetcorp.com,Legal,Manager,5.000909793,39.07,Male,5,2013-12-30,2018-12-31,Active,81265.6,Some College,6.89
145,Cheng,Mee,cheng.mee@widgetcorp.com,Legal,Analyst,3.493871734,38.66,Male,2,2015-07-03,2018-12-31,Active,80412.8,Bachelor,5.39
13,Cory,Yamashita,cory.yamashita@widgetcorp.com,Legal,Analyst,1.745951963,36.75,Male,2,2017-04-02,2018-12-31,Active,76440,High School Diploma,3.64
404,Seth,Butcher,seth.butcher@widgetcorp.com,Legal,Analyst,4.799570901,33.92,Male,1,2014-03-13,2018-12-31,Active,70553.6,Some College,6.69
807,Victoria,Hanna,victoria.hanna@widgetcorp.com,Legal,Associate,6.937638668,33.51,Female,2,2012-01-23,2018-12-31,Active,69700.8,Some College,8.83
504,Daniel,Huffstater,daniel.huffstater@widgetcorp.com,Legal,Associate,5.262128457,29.69,Male,1,2013-09-26,2018-12-31,Active,61755.2,High School Diploma,7.15
898,Jameel,al-Pour,jameel.al-pour@widgetcorp.com,Marketing,Director,7.970415027,76.55,Male,6,2011-01-10,2018-12-31,Active,159224,Some College,9.86
932,Donovan,Mason,donovan.mason@widgetcorp.com,Marketing,Director,8.441268991,74.74,Male,1,2010-07-22,2018-12-31,Active,155459.2,PhD,10.34
995,Stevon,Rios,stevon.rios@widgetcorp.com,Marketing,VP,10.64491228,72.5,Male,4,2008-05-08,2018-12-31,Active,150800,High School Diploma,12.54
862,Markus,Ortega Trujillo,markus.ortega trujillo@widgetcorp.com,Marketing,VP,7.51235372,68.73,Male,4,2011-06-27,2018-12-31,Active,142958.4,Bachelor,9.4
970,Dakota,Aashiq,dakota.aashiq@widgetcorp.com,Marketing,VP,9.369238124,65.4,Male,2,2009-08-17,2018-12-31,Active,136032,High School Diploma,11.26
849,Jeremy,Damiana,jeremy.damiana@widgetcorp.com,Marketing,Manager,7.416242226,64.49,Male,1,2011-08-01,2018-12-31,Active,134139.2,Master,9.31
954,Orson,Apodaca-Anaya,orson.apodaca-anaya@widgetcorp.com,Marketing,VP,8.85091699,61.16,Male,1,2010-02-23,2018-12-31,Active,127212.8,Some College,10.74
912,Dominique,Mata,dominique.mata@widgetcorp.com,Marketing,Manager,8.18008146,59.82,Male,4,2010-10-26,2018-12-31,Active,124425.6,High School Diploma,10.07
633,Ryshawn,Briggs,ryshawn.briggs@widgetcorp.com,Marketing,Manager,5.886371482,53.7,Male,3,2013-02-10,2018-12-31,Active,111696,Master,7.78
509,Tyler,Mccabe,tyler.mccabe@widgetcorp.com,Marketing,Director,5.281060732,52.77,Male,1,2013-09-19,2018-12-31,Active,109761.6,Some College,7.17
918,Brannon,Nededog,brannon.nededog@widgetcorp.com,Marketing,Director,8.219573178,52.21,Male,1,2010-10-11,2018-12-31,Active,108596.8,Bachelor,10.11
971,Ling,Esipa,ling.esipa@widgetcorp.com,Marketing,VP,9.374013548,49.45,Female,2,2009-08-16,2018-12-31,Active,102856,Some College,11.27
397,Zackary,Farrell,zackary.farrell@widgetcorp.com,Marketing,Associate,4.774292049,48.64,Male,5,2014-03-23,2018-12-31,Active,101171.2,Master,6.67
858,Valerie,Villa,valerie.villa@widgetcorp.com,Marketing,VP,7.481898787,48.54,Female,4,2011-07-08,2018-12-31,Active,100963.2,Master,9.37
952,Allison,White,allison.white@widgetcorp.com,Marketing,VP,8.813922385,47.32,Female,1,2010-03-08,2018-12-31,Active,98425.6,Some College,10.71
902,Ajsha,Chacon-Montalban,ajsha.chacon-montalban@widgetcorp.com,Marketing,VP,8.051600217,47.02,Female,4,2010-12-12,2018-12-31,Active,97801.6,High School Diploma,9.94
597,Jerry,Ortiz,jerry.ortiz@widgetcorp.com,Marketing,Associate,5.693801463,46.63,Male,4,2013-04-21,2018-12-31,Active,96990.4,High School Diploma,7.59
682,Davonte,Clayton,davonte.clayton@widgetcorp.com,Marketing,Manager,6.180033071,46.25,Male,3,2012-10-25,2018-12-31,Active,96200,Some College,8.07
98,Richard,Hampf,richard.hampf@widgetcorp.com,Marketing,Associate,3.076913949,45.84,Male,5,2015-12-03,2018-12-31,Active,95347.2,High School Diploma,4.97
338,Parker,Red,parker.red@widgetcorp.com,Marketing,Associate,4.490165588,45.73,Male,1,2014-07-04,2018-12-31,Active,95118.4,Master,6.38
403,Elijah,Pham,elijah.pham@widgetcorp.com,Marketing,Associate,4.792506406,44.73,Male,2,2014-03-16,2018-12-31,Active,93038.4,High School Diploma,6.69
511,Michael,Mbengue,michael.mbengue@widgetcorp.com,Marketing,Associate,5.289945916,44.65,Male,3,2013-09-15,2018-12-31,Active,92872,High School Diploma,7.18
800,Linh,Smith,linh.smith@widgetcorp.com,Marketing,Director,6.882060977,44.62,Female,2,2012-02-12,2018-12-31,Active,92809.6,Master,8.77
258,Jacob,Banks,jacob.banks@widgetcorp.com,Marketing,Associate,4.066570164,44.01,Male,1,2014-12-06,2018-12-31,Active,91540.8,High School Diploma,5.96
936,Sang Kyun,Moon,sang kyun.moon@widgetcorp.com,Marketing,VP,8.53028309,42.74,Male,2,2010-06-20,2018-12-31,Active,88899.2,High School Diploma,10.42
907,Marnita,Tomlinson,marnita.tomlinson@widgetcorp.com,Marketing,Director,8.103058695,42.64,Female,1,2010-11-23,2018-12-31,Active,88691.2,Bachelor,10
972,Ashley,Skinner,ashley.skinner@widgetcorp.com,Marketing,Director,9.375804411,42.5,Female,5,2009-08-15,2018-12-31,Active,88400,Some College,11.27
508,Navkirat,Yun,navkirat.yun@widgetcorp.com,Marketing,Manager,5.27783858,41.42,Male,2,2013-09-20,2018-12-31,Active,86153.6,Master,7.17
336,Mastoor,el-Zia,mastoor.el-zia@widgetcorp.com,Marketing,Associate,4.472495245,40.3,Male,6,2014-07-11,2018-12-31,Active,83824,Master,6.37
847,Caitlyn,Reynolds,caitlyn.reynolds@widgetcorp.com,Marketing,Manager,7.399840001,38.83,Female,1,2011-08-07,2018-12-31,Active,80766.4,Some College,9.29
836,Emma,Thornton,emma.thornton@widgetcorp.com,Marketing,Manager,7.250844709,37.95,Female,5,2011-09-30,2018-12-31,Active,78936,Bachelor,9.14
766,Ashley,Camerlo,ashley.camerlo@widgetcorp.com,Marketing,Manager,6.687878359,37.84,Female,5,2012-04-23,2018-12-31,Active,78707.2,High School Diploma,8.58
600,Dylan,Mcfadden,dylan.mcfadden@widgetcorp.com,Marketing,Manager,5.704730016,37.55,Male,5,2013-04-17,2018-12-31,Active,78104,Master,7.6
868,Mazeeda,al-Vaziri,mazeeda.al-vaziri@widgetcorp.com,Marketing,Manager,7.583556983,37.5,Female,6,2011-06-01,2018-12-31,Active,78000,Master,9.48
364,Pamela,Song,pamela.song@widgetcorp.com,Marketing,Manager,4.62352752,37.13,Female,2,2014-05-17,2018-12-31,Active,77230.4,High School Diploma,6.52
767,Michael,Koski,michael.koski@widgetcorp.com,Marketing,Associate,6.701676772,37.03,Male,5,2012-04-18,2018-12-31,Active,77022.4,Some College,8.59
267,Kadeeja,Sanders Jr,kadeeja.sanders jr@widgetcorp.com,Marketing,Manager,4.093962652,36.86,Female,3,2014-11-26,2018-12-31,Active,76668.8,Bachelor,5.99
328,Alexis,Vallejo,alexis.vallejo@widgetcorp.com,Marketing,Manager,4.437522627,36.7,Female,4,2014-07-24,2018-12-31,Active,76336,High School Diploma,6.33
224,Bryce,Bolen,bryce.bolen@widgetcorp.com,Marketing,Analyst,3.903933026,36.58,Male,3,2015-02-04,2018-12-31,Active,76086.4,High School Diploma,5.8
56,William,Wilmot,william.wilmot@widgetcorp.com,Marketing,Analyst,2.600652048,35.47,Male,2,2016-05-25,2018-12-31,Active,73777.6,High School Diploma,4.49
703,Tryston,Martin,tryston.martin@widgetcorp.com,Marketing,Analyst,6.270058886,35.1,Male,5,2012-09-22,2018-12-31,Active,73008,Master,8.16
554,Victor,Garcia Ibarra,victor.garcia ibarra@widgetcorp.com,Marketing,Analyst,5.483091591,33.97,Male,4,2013-07-07,2018-12-31,Active,70657.6,Master,7.38
346,Destiny,Smith,destiny.smith@widgetcorp.com,Marketing,Associate,4.512102835,33.82,Female,5,2014-06-26,2018-12-31,Active,70345.6,Master,6.41
768,Alexander,Chun,alexander.chun@widgetcorp.com,Marketing,Associate,6.70324638,33.73,Male,2,2012-04-17,2018-12-31,Active,70158.4,High School Diploma,8.6
350,Numair,el-Haider,numair.el-haider@widgetcorp.com,Marketing,Manager,4.522793827,33.71,Male,6,2014-06-23,2018-12-31,Active,70116.8,High School Diploma,6.41
612,Victoria,Davis,victoria.davis@widgetcorp.com,Marketing,Associate,5.782094013,33.59,Female,4,2013-03-20,2018-12-31,Active,69867.2,Some College,7.67
693,Shanequa,Stewart,shanequa.stewart@widgetcorp.com,Marketing,Associate,6.217832607,32.64,Female,3,2012-10-11,2018-12-31,Active,67891.2,High School Diploma,8.11
229,Roxanne,Klaus,roxanne.klaus@widgetcorp.com,Marketing,Associate,3.929463672,32.45,Female,5,2015-01-25,2018-12-31,Active,67496,Master,5.82
181,Taylor,Dern,taylor.dern@widgetcorp.com,Marketing,Associate,3.703542854,32.19,Female,5,2015-04-18,2018-12-31,Active,66955.2,High School Diploma,5.6
490,Brandon,Leil,brandon.leil@widgetcorp.com,Marketing,Analyst,5.177196083,31.77,Male,1,2013-10-27,2018-12-31,Active,66081.6,Master,7.07
89,Jessica,Alaniz,jessica.alaniz@widgetcorp.com,Marketing,Associate,3.011649504,30.58,Female,4,2015-12-26,2018-12-31,Active,63606.4,PhD,4.91
83,Parker,Mamatsios,parker.mamatsios@widgetcorp.com,Marketing,Analyst,2.940942684,30.39,Male,5,2016-01-21,2018-12-31,Active,63211.2,Some College,4.84
142,Malachai,Ly,malachai.ly@widgetcorp.com,Marketing,Analyst,3.45197416,29.92,Male,2,2015-07-19,2018-12-31,Active,62233.6,PhD,5.34
375,Haniyya,el-Kamali,haniyya.el-kamali@widgetcorp.com,Marketing,Analyst,4.674039237,28.8,Female,6,2014-04-28,2018-12-31,Active,59904,Some College,6.57
282,Khawla,el-Islam,khawla.el-islam@widgetcorp.com,Marketing,Analyst,4.169761362,28.61,Female,6,2014-10-29,2018-12-31,Active,59508.8,PhD,6.06
327,Shaana,Green,shaana.green@widgetcorp.com,Marketing,Analyst,4.416043779,28.55,Female,1,2014-08-01,2018-12-31,Active,59384,Master,6.31
251,Laurisa,Sandoval,laurisa.sandoval@widgetcorp.com,Marketing,Analyst,4.033687536,28.36,Female,4,2014-12-18,2018-12-31,Active,58988.8,High School Diploma,5.93
132,Charlotte,OConnor,charlotte.oconnor@widgetcorp.com,Marketing,Analyst,3.378461081,28.35,Female,1,2015-08-15,2018-12-31,Active,58968,Some College,5.27
456,Vanessa,Jackson,vanessa.jackson@widgetcorp.com,Marketing,Analyst,5.021262591,28.31,Female,1,2013-12-22,2018-12-31,Active,58884.8,High School Diploma,6.92
183,Dasinique,Abdul-Amin,dasinique.abdul-amin@widgetcorp.com,Marketing,Analyst,3.71161244,27.91,Female,3,2015-04-15,2018-12-31,Active,58052.8,High School Diploma,5.6
276,Haley,Ebersole,haley.ebersole@widgetcorp.com,Marketing,Analyst,4.132380716,27.39,Female,5,2014-11-12,2018-12-31,Active,56971.2,Some College,6.03
416,Reina,Quintana,reina.quintana@widgetcorp.com,Marketing,Analyst,4.842547858,26.99,Female,4,2014-02-26,2018-12-31,Active,56139.2,PhD,6.74
84,Sheneice,Burns,sheneice.burns@widgetcorp.com,Marketing,Analyst,2.946917706,26.9,Female,1,2016-01-19,2018-12-31,Active,55952,Master,4.84
78,Naaila,al-Wakim,naaila.al-wakim@widgetcorp.com,Marketing,Analyst,2.900803206,26.83,Female,6,2016-02-05,2018-12-31,Active,55806.4,Some College,4.79
119,Yesenia,Sanchez,yesenia.sanchez@widgetcorp.com,Marketing,Analyst,3.288531949,26.14,Female,4,2015-09-16,2018-12-31,Active,54371.2,High School Diploma,5.18
302,Fatima,Reddell,fatima.reddell@widgetcorp.com,Marketing,Analyst,4.302307233,24.65,Female,1,2014-09-11,2018-12-31,Active,51272,High School Diploma,6.2
872,Abdullah,al-Mina,abdullah.al-mina@widgetcorp.com,Operations,Manager,7.613096186,59.28,Male,6,2011-05-21,2018-12-31,Active,123302.4,Some College,9.51
976,Adam,Rodriguez,adam.rodriguez@widgetcorp.com,Operations,VP,9.665947782,58.63,Male,2,2009-05-01,2018-12-31,Active,121950.4,Some College,11.56
611,Aaron,Wilson,aaron.wilson@widgetcorp.com,Operations,Associate,5.780559958,58.14,Male,2,2013-03-20,2018-12-31,Active,120931.2,Some College,7.67
967,Alisha,Gonzalez,alisha.gonzalez@widgetcorp.com,Operations,Executive,9.245970188,55.46,Female,4,2009-10-01,2018-12-31,Active,115356.8,Master,11.14
607,Raashid,el-Reza,raashid.el-reza@widgetcorp.com,Operations,Manager,5.754383811,55.05,Male,6,2013-03-30,2018-12-31,Active,114504,Some College,7.65
988,Zaahira,el-Saleem,zaahira.el-saleem@widgetcorp.com,Operations,Executive,10.22363182,54,Female,6,2008-10-09,2018-12-31,Active,112320,Some College,12.12
663,Thomas,Lee,thomas.lee@widgetcorp.com,Operations,Manager,6.078725181,53.84,Male,5,2012-12-01,2018-12-31,Active,111987.2,Bachelor,7.97
492,Glen,Callahan,glen.callahan@widgetcorp.com,Operations,Associate,5.188445511,49.88,Male,1,2013-10-22,2018-12-31,Active,103750.4,High School Diploma,7.08
551,Umar,Burton,umar.burton@widgetcorp.com,Operations,Associate,5.471111138,49.69,Male,3,2013-07-11,2018-12-31,Active,103355.2,Bachelor,7.36
287,Idrees,al-Youssef,idrees.al-youssef@widgetcorp.com,Operations,Analyst,4.173266825,48.13,Male,6,2014-10-28,2018-12-31,Active,100110.4,Some College,6.07
726,Christopher,Cannady,christopher.cannady@widgetcorp.com,Operations,Manager,6.407006965,47.43,Male,3,2012-08-03,2018-12-31,Active,98654.4,Some College,8.3
745,Christopher,Madrid,christopher.madrid@widgetcorp.com,Operations,Manager,6.493829379,46.89,Male,4,2012-07-03,2018-12-31,Active,97531.2,Bachelor,8.39
717,Fathi,el-Srour,fathi.el-srour@widgetcorp.com,Operations,Director,6.364408343,46.47,Male,6,2012-08-19,2018-12-31,Active,96657.6,Bachelor,8.26
354,Alberto,Moya,alberto.moya@widgetcorp.com,Operations,Analyst,4.566469128,46.39,Male,4,2014-06-07,2018-12-31,Active,96491.2,Bachelor,6.46
592,Troy,Meis,troy.meis@widgetcorp.com,Operations,Manager,5.673108976,45.79,Male,5,2013-04-28,2018-12-31,Active,95243.2,High School Diploma,7.57
401,Marcus,Slay,marcus.slay@widgetcorp.com,Operations,Manager,4.782942663,45.06,Male,3,2014-03-20,2018-12-31,Active,93724.8,High School Diploma,6.67
698,Gequan,Harvey,gequan.harvey@widgetcorp.com,Operations,Associate,6.236880118,43.96,Male,3,2012-10-04,2018-12-31,Active,91436.8,High School Diploma,8.13
610,Mushtaaq,al-Mohammad,mushtaaq.al-mohammad@widgetcorp.com,Operations,Associate,5.773663495,42.7,Male,6,2013-03-23,2018-12-31,Active,88816,High School Diploma,7.67
819,Ellie,Dahlgren,ellie.dahlgren@widgetcorp.com,Operations,Director,7.107483984,42.15,Female,5,2011-11-21,2018-12-31,Active,87672,Some College,9
489,Josue,Gutierrez,josue.gutierrez@widgetcorp.com,Operations,Manager,5.174613869,41.2,Male,4,2013-10-27,2018-12-31,Active,85696,Some College,7.07
